# Light curve with FLUX columns added
# Conversion factor: 1.500509e-11 (erg/cm²/s)/(count/s)
# Source file: 11083_100s_broad.txt
#
# TIME	COUNTS	COUNT_RATE	COUNT_RATE_ERR	EXPOSURE	NET_COUNTS	NET_RATE	ERR_RATE	FLUX	FLUX_ERR
3.8677577772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677587772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677597772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677607772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677617772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677627772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677637772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677647772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677657772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677667772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677677772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677687772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677697772e+08	0	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	nan	0.0000000000e+00	nan	0.0000000000e+00	0.0000000000e+00
3.8677707772e+08	12	1.2631579906e-01	3.6464230296e-02	9.4999992788e+01	1.2000000000e+01	1.2631579906e-01	3.6464230296e-02	1.8953799333e-12	5.4714905737e-13
3.8677717772e+08	14	1.4179550000e-01	3.7896441428e-02	9.8733739787e+01	1.4000000000e+01	1.4179550000e-01	3.7896441428e-02	2.1276542391e-12	5.6863951431e-13
3.8677727772e+08	15	1.5192375000e-01	3.9226543576e-02	9.8733739787e+01	1.5000000000e+01	1.5192375000e-01	3.9226543576e-02	2.2796295419e-12	5.8859781675e-13
3.8677737772e+08	12	1.2153900000e-01	3.5085287184e-02	9.8733739787e+01	1.2000000000e+01	1.2153900000e-01	3.5085287184e-02	1.8237036335e-12	5.2645789187e-13
3.8677747772e+08	18	1.8230850000e-01	4.2970525539e-02	9.8733739787e+01	1.8000000000e+01	1.8230850000e-01	4.2970525539e-02	2.7355554503e-12	6.4477660306e-13
3.8677757772e+08	15	1.5192375000e-01	3.9226543576e-02	9.8733739787e+01	1.4720797721e+01	1.4909591952e-01	3.9277474888e-02	2.2796295419e-12	5.8859781675e-13
3.8677767772e+08	13	1.3166725000e-01	3.6517924706e-02	9.8733739787e+01	1.3000000000e+01	1.3166725000e-01	3.6517924706e-02	1.9756789363e-12	5.4795474683e-13
3.8677777772e+08	12	1.2153900000e-01	3.5085287184e-02	9.8733739787e+01	1.1860398860e+01	1.2012508476e-01	3.5113765578e-02	1.8237036335e-12	5.2645789187e-13
3.8677787772e+08	14	1.4179550000e-01	3.7896441428e-02	9.8733739787e+01	1.3720797721e+01	1.3896766952e-01	3.7949157902e-02	2.1276542391e-12	5.6863951431e-13
3.8677797772e+08	16	1.6205200000e-01	4.0513000000e-02	9.8733739787e+01	1.6000000000e+01	1.6205200000e-01	4.0513000000e-02	2.4316048447e-12	6.0790121117e-13
3.8677807772e+08	16	1.6205200000e-01	4.0513000000e-02	9.8733739787e+01	1.6000000000e+01	1.6205200000e-01	4.0513000000e-02	2.4316048447e-12	6.0790121117e-13
3.8677817772e+08	15	1.5192375000e-01	3.9226543576e-02	9.8733739787e+01	1.5000000000e+01	1.5192375000e-01	3.9226543576e-02	2.2796295419e-12	5.8859781675e-13
3.8677827772e+08	22	2.2282150000e-01	4.7505703419e-02	9.8733739787e+01	2.2000000000e+01	2.2282150000e-01	4.7505703419e-02	3.3434566614e-12	7.1282735532e-13
3.8677837772e+08	21	2.1269325000e-01	4.6413472282e-02	9.8733739787e+01	2.1000000000e+01	2.1269325000e-01	4.6413472282e-02	3.1914813586e-12	6.9643832880e-13
3.8677847772e+08	17	1.7218025000e-01	4.1759844553e-02	9.8733739787e+01	1.7000000000e+01	1.7218025000e-01	4.1759844553e-02	2.5835801475e-12	6.2661022590e-13
3.8677857772e+08	13	1.3166725000e-01	3.6517924706e-02	9.8733739787e+01	1.3000000000e+01	1.3166725000e-01	3.6517924706e-02	1.9756789363e-12	5.4795474683e-13
3.8677867772e+08	5	5.0641250000e-02	2.2647455493e-02	9.8733739787e+01	5.0000000000e+00	5.0641250000e-02	2.2647455493e-02	7.5987651396e-13	3.3982710794e-13
3.8677877772e+08	8	8.1026000000e-02	2.8647017026e-02	9.8733739787e+01	8.0000000000e+00	8.1026000000e-02	2.8647017026e-02	1.2158024223e-12	4.2985106871e-13
3.8677887772e+08	10	1.0128250000e-01	3.2028338712e-02	9.8733739787e+01	9.7207977208e+00	9.8454669516e-02	3.2090696366e-02	1.5197530279e-12	4.8058810492e-13
3.8677897772e+08	9	9.1154250000e-02	3.0384750000e-02	9.8733739787e+01	9.0000000000e+00	9.1154250000e-02	3.0384750000e-02	1.3677777251e-12	4.5592590838e-13
3.8677907772e+08	17	1.7218025000e-01	4.1759844553e-02	9.8733739787e+01	1.7000000000e+01	1.7218025000e-01	4.1759844553e-02	2.5835801475e-12	6.2661022590e-13
3.8677917772e+08	16	1.6205200000e-01	4.0513000000e-02	9.8733739787e+01	1.6000000000e+01	1.6205200000e-01	4.0513000000e-02	2.4316048447e-12	6.0790121117e-13
3.8677927772e+08	16	1.6205200000e-01	4.0513000000e-02	9.8733739787e+01	1.6000000000e+01	1.6205200000e-01	4.0513000000e-02	2.4316048447e-12	6.0790121117e-13
3.8677937772e+08	22	2.2282150000e-01	4.7505703419e-02	9.8733739787e+01	2.2000000000e+01	2.2282150000e-01	4.7505703419e-02	3.3434566614e-12	7.1282735532e-13
3.8677947772e+08	20	2.0256500000e-01	4.5294910986e-02	9.8733739787e+01	2.0000000000e+01	2.0256500000e-01	4.5294910986e-02	3.0395060559e-12	6.7965421589e-13
3.8677957772e+08	15	1.5192375000e-01	3.9226543576e-02	9.8733739787e+01	1.5000000000e+01	1.5192375000e-01	3.9226543576e-02	2.2796295419e-12	5.8859781675e-13
3.8677967772e+08	13	1.3166725000e-01	3.6517924706e-02	9.8733739787e+01	1.2860398860e+01	1.3025333476e-01	3.6545286716e-02	1.9756789363e-12	5.4795474683e-13
3.8677977772e+08	13	1.3166725000e-01	3.6517924706e-02	9.8733739787e+01	1.2720797721e+01	1.2883941952e-01	3.6572628254e-02	1.9756789363e-12	5.4795474683e-13
3.8677987772e+08	11	1.1141075000e-01	3.3591605033e-02	9.8733739787e+01	1.1000000000e+01	1.1141075000e-01	3.3591605033e-02	1.6717283307e-12	5.0404505676e-13
